rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
287,Navy,Pat,15-19,101.27360315421706,269,111.89594268643401,280,0.24102815331983862,287,15.0,19.0,10.0,8.0,10-8,0.2810037435533283,0.3122263076248692,0.2450295993891857,0.2810037435533283,0.3122263076248692,0.2450295993891857,0.9432149946921171,0.9265892129389187,101.34719553959981,110.35236452745151,101.34719553959981,110.35236452745151,99.61945779333492,108.51616832696213,0.0,0.0,0.0,0.0,-0.03386184179003171,1249.0,1204.0,1187.35,1.0519223480860742,1.014022823935655,0.0,0.5555555555555556,-16.183922952708418,315,265,67.22767801444029
288,Tarleton St.,WAC,12-20,93.14722153188123,358,102.92149546310151,100,0.24094046142347852,288,12.0,20.0,7.0,9.0,7-9,0.46623475438508705,0.49219479149904893,0.4400923666058653,0.46623475438508705,0.49219479149904893,0.4400923666058653,0.8396762366931755,0.7774796083299833,105.98945228323339,104.97222541921468,105.98945228323339,104.97222541921468,95.85182537558487,103.38647874819179,83.96024362573087,112.87706970800086,0.03218646431577733,3.0,0.03068901621826947,1003.0,1080.0,1067.8750000000002,0.9392485075500407,1.0113543251785084,0.0,0.4375,-13.29683555880423,265,103,65.83588037455225
289,Austin Peay,ASun,14-19,101.9477028410995,261,112.88431716243431,305,0.23651330023876002,289,14.0,19.0,8.0,10.0,8-10,0.40391723635397764,0.47712210298013746,0.3434469872149028,0.40391723635397764,0.47712210298013746,0.3434469872149028,0.8733789618720351,0.8055627145988685,107.20045634923753,110.35708233031308,107.20045634923753,110.35708233031308,104.83025149706275,116.18826317909515,94.66797691199918,112.69674428501195,0.11870672161493932,2.0,0.03914994341237793,1362.0,1402.0,1234.7625,1.1030461323533878,1.1354410261082597,0.0,0.4444444444444444,-13.48087006940121,268,88,66.2475640236296
290,Tennessee Tech,OVC,15-17,101.3307970923562,267,112.25431182406092,292,0.23553254036480678,290,15.0,17.0,10.0,10.0,10-10,0.3073555945384258,0.3999954237303917,0.259548402116539,0.3073555945384258,0.3999954237303917,0.259548402116539,0.9091637665593031,0.8207280425539825,101.75115306883639,108.93619422322826,101.75115306883639,108.93619422322826,100.7774375444628,111.69677798476383,109.09462965697551,103.95734365426405,0.6352259431814258,2.0,-0.008178862926960573,1426.0,1440.0,1383.8250000000003,1.0304771195779812,1.0405940057449459,0.0,0.5,-13.142797157041556,261,199,68.06791148702389
291,Saint Peter's,MAAC,12-16,95.35762041212277,347,105.64279808703117,155,0.2354232895010537,291,12.0,16.0,7.0,13.0,7-13,0.3030439868275489,0.3883349226459658,0.26892761250018216,0.3030439868275489,0.3883349226459658,0.26892761250018216,0.932025155056552,0.8789455974954508,102.76378465461278,110.8449691505511,102.76378465461278,110.8449691505511,92.34804075244958,104.88841588542093,0.0,0.0,0.0,0.0,-0.019042413277557513,1259.0,1318.0,1310.5000000000002,0.9607020221289583,1.0057230064860738,0.0,0.35,-13.276718616091443,264,226,63.993265569447544
292,Old Dominion,SB,15-20,99.7065002607489,301,110.73895447700882,262,0.2302561936079922,292,15.0,20.0,8.0,10.0,8-10,0.39251773495854864,0.38670886560704515,0.38534414274555046,0.39251773495854864,0.38670886560704515,0.38534414274555046,0.9001830714383048,0.8722722256155475,105.03637339492887,108.57517216947353,105.03637339492887,108.57517216947353,100.0480300112727,111.2110064544309,75.51487585538547,109.12536220707838,0.01428822601310672,1.0,0.044502834736000085,1226.0,1285.0,1187.725,1.0322254730682607,1.0819002715275001,0.0,0.4444444444444444,-15.214775389787084,303,73,66.25417273490541
293,Weber St.,BSky,12-22,100.91945604936778,276,112.10558395342831,286,0.22990252493344573,293,12.0,22.0,5.0,13.0,5-13,0.4012455149843509,0.4247394319053776,0.38663064189697105,0.4012455149843509,0.4247394319053776,0.38663064189697105,0.8940332629016451,0.8611080558514768,106.22540116956561,108.72477352543181,106.22540116956561,108.72477352543181,101.16937663306666,112.09219754534155,85.30524065545849,109.52027121637458,0.05347676193536296,1.0,-0.022385759846323572,1235.0,1325.0,1194.475,1.0339270390757447,1.1092739488059609,0.0,0.2777777777777778,-17.033130381882316,327,236,65.73003816354672
294,Air Force,MWC,4-28,98.69073607213497,314,109.68557728414923,246,0.22886904573378428,294,4.0,28.0,1.0,19.0,1-19,0.5920279871934747,0.41862281852657474,0.6824283311557733,0.5920279871934747,0.41862281852657474,0.6824283311557733,0.7931315861000285,0.8993203801078565,108.71081064023521,104.65357994892854,108.71081064023521,104.65357994892854,98.17257986866458,110.3027388929507,94.32350217123121,107.39186043697639,0.18359608619964035,5.0,-0.10081437622456188,1194.0,1533.0,1316.3125,0.9070794359242201,1.164617064716775,0.0,0.05,-19.29329441528264,340,348,64.68918101157381
295,San Diego,WCC,6-27,100.01244713325875,295,111.25056566763945,267,0.22712108653088325,295,6.0,27.0,2.0,16.0,2-16,0.5064543438248373,0.39064856806246867,0.6030045030966532,0.5064543438248373,0.39064856806246867,0.6030045030966532,0.8252358898790008,0.8777698615712921,107.59975749951512,106.14911511255058,107.59975749951512,106.14911511255058,103.42576837132074,112.8005991210117,107.76828711697152,115.37097895964943,0.31346958552236925,4.0,-0.12353218359099022,1301.0,1506.0,1280.45,1.0160490452575266,1.1761490101136318,0.0,0.1111111111111111,-19.49588855287214,345,357,71.23463765478276
296,Bethune Cookman,SWAC,17-16,97.67366301057402,327,108.66373656687385,222,0.22684702792317032,296,17.0,16.0,13.0,5.0,13-5,0.383584172236251,0.6464064064933382,0.2092220535671864,0.383584172236251,0.6464064064933382,0.2092220535671864,0.8591756629897543,0.6974638884503361,102.69274682178566,108.27463994354355,102.69274682178566,108.27463994354355,98.63847283719124,111.29995394894578,99.90502151522712,99.77211810780904,0.5038270769652978,4.0,0.12155603396357717,1306.0,1268.0,1259.1374999999996,1.0372179368813974,1.0070385482125666,0.0,0.7222222222222222,-10.066110947577249,201,9,69.17621991099604
297,Lafayette,Pat,13-20,97.81496926779772,326,108.85685894125706,229,0.22618212735962764,297,13.0,20.0,7.0,11.0,7-11,0.2902356050889426,0.3555144513034264,0.24667341132256937,0.2902356050889426,0.3555144513034264,0.24667341132256937,0.9303425329927568,0.8875744284913526,102.61351457318753,111.32131283480341,102.61351457318753,111.32131283480341,97.82775205152622,108.45888260083211,98.75462380831998,95.15741618736605,0.6050890815473233,1.0,-0.0732203348779713,1218.0,1220.0,1186.6499999999999,1.0264189103779549,1.028104327307968,0.0,0.3888888888888889,-16.770219739854515,323,327,66.3825554493893
298,Oral Roberts,Sum,7-23,103.72271726884519,223,115.81650078060866,337,0.21955050386699634,298,8.0,22.0,3.0,13.0,3-13,0.44628399285402715,0.429862061425303,0.46507946486824053,0.44628399285402715,0.429862061425303,0.46507946486824053,0.8510025756697793,0.7946796073151003,109.05995283676853,107.60282447438762,109.05995283676853,107.60282447438762,104.90602583803397,117.23189278732988,99.35274521500216,110.17717457176337,0.23339288528054766,2.0,-0.11108882328054281,1182.0,1313.0,1097.3,1.0771894650505787,1.1965734074546615,0.0,0.1875,-17.167128731046308,328,354,67.48171250612569
299,Columbia,Ivy,12-15,104.41033596971124,215,116.58972323305403,345,0.2194587539381728,299,12.0,15.0,1.0,13.0,1-13,0.35947920459132493,0.2588400980886608,0.45292980348665596,0.35947920459132493,0.2588400980886608,0.45292980348665596,0.898486522885299,0.9076926990402503,104.38936376962101,109.41273801893806,104.38936376962101,109.41273801893806,102.04049925219766,119.92982227608806,137.43861732544502,108.01391652314385,0.9410634546713528,1.0,0.018981918574056456,1053.0,1213.0,1021.3125,1.0310262529832936,1.1876874120310874,0.0,0.07142857142857142,-11.270186974059083,222,134,71.04450352146308
300,Saint Francis,NEC,16-18,100.24917256701121,293,111.9509981401133,281,0.21932091594454586,300,16.0,18.0,8.0,8.0,8-8,0.32231449203999685,0.46616960717201905,0.20051275191165302,0.32231449203999685,0.46616960717201905,0.20051275191165302,0.8862203848351643,0.7797809212804918,101.82653559333738,108.14417490000233,101.82653559333738,108.14417490000233,101.33736073277665,114.81148790129924,96.87738832675296,110.31884332737282,0.1832953125194217,3.0,0.009191196969649484,1138.0,1132.0,1073.875,1.059713653823769,1.0541264113607263,0.0,0.5,-12.108914749979927,243,151,67.40889733570067
301,Lehigh,Pat,11-19,99.83249220279333,298,111.73056708126526,279,0.21503115359965294,301,11.0,19.0,6.0,12.0,6-12,0.31252840947129285,0.423736645998347,0.247910411762935,0.31252840947129285,0.423736645998347,0.247910411762935,0.9029378968405652,0.8072293653461989,102.83235090928055,109.41053386308946,102.83235090928055,109.41053386308946,97.62820348582052,109.16042300191093,80.5558686948837,117.36908615515917,0.013018437281416325,2.0,-0.07104194162350286,1243.0,1245.0,1214.7749999999999,1.0232347554073802,1.0248811508304008,0.0,0.3333333333333333,-15.182252766658769,302,325,67.42446233510967
302,Louisiana,SB,12-21,97.9869234547377,324,109.66896598038554,245,0.21496171998220404,302,12.0,21.0,8.0,10.0,8-10,0.4393994386626563,0.5133317612336114,0.41497210648375005,0.4393994386626563,0.5133317612336114,0.41497210648375005,0.8775841470962439,0.830334715091017,105.12890224089605,106.68894736343672,105.12890224089605,106.68894736343672,97.85167879197851,108.93733823900521,86.30077422699803,101.15348345643743,0.13869099025023582,1.0,0.032469986942016194,1186.0,1287.0,1206.0624999999998,0.9833652899414419,1.0671088770275174,0.0,0.4444444444444444,-15.629781852407541,310,98,66.4930284918908
303,Fairleigh Dickinson,NEC,13-20,98.2270763168678,323,109.99408451619576,251,0.21396920610437914,303,13.0,20.0,8.0,8.0,8-8,0.30669562389845584,0.4174782308185384,0.20118103069333143,0.30669562389845584,0.4174782308185384,0.20118103069333143,0.9002984569351372,0.8260315869688264,102.32057459503459,109.62647520391687,102.32057459503459,109.62647520391687,94.8640827423687,106.29128847295476,106.81461102485837,111.89022195557186,0.3696146535408141,3.0,-0.07404186833111742,1115.0,1083.0,1111.05,1.0035551955357545,0.9747536114486297,0.0,0.5,-15.65922630602089,311,329,69.49320467090922
304,Utah Tech,WAC,7-26,101.77884098796547,262,114.09394691975345,318,0.21189680234820912,304,7.0,26.0,2.0,14.0,2-14,0.4582877041327544,0.4812845716658552,0.443713949095946,0.4582877041327544,0.4812845716658552,0.443713949095946,0.8632062726325628,0.8248303216770119,104.63058056415102,104.93506654350524,104.63058056415102,104.93506654350524,103.7667476523917,116.09744268811025,98.933284058625,114.68217800025953,0.15462631243524116,2.0,-0.09533507033822422,1108.0,1217.0,1090.3625000000002,1.0161758130896834,1.1161425672654735,0.0,0.125,-19.868544851455884,348,346,67.63835669192102
305,Howard,MEAC,12-20,103.0841845272655,239,115.64383250488541,336,0.21046174221479358,305,14.0,18.0,7.0,7.0,7-7,0.3127475797186879,0.3995107773809662,0.21926722279117988,0.3127475797186879,0.3995107773809662,0.21926722279117988,0.891444629208667,0.8293614303895157,103.38656804000168,109.77757554815405,103.38656804000168,109.77757554815405,102.99193264611704,116.39853682635557,101.27962650913776,105.209850715961,0.39225955817604424,3.0,-0.10413768041353694,1099.0,1117.0,1014.425,1.0833723537964857,1.101116395987875,0.0,0.5,-15.587017697413106,307,351,69.90439988666932
306,Penn,Ivy,8-19,103.21337416380882,235,116.05399311337152,341,0.20612280249357293,306,8.0,19.0,4.0,10.0,4-10,0.45679649085267077,0.45890983002619784,0.45483410447725275,0.45679649085267077,0.45890983002619784,0.45483410447725275,0.8540606382075941,0.815822136973837,105.57501432694889,107.34395136488277,105.57501432694889,107.34395136488277,105.49788967590797,116.41424032018975,93.60009839037122,105.39693891878636,0.20341674846999275,3.0,-0.00926665570126406,1054.0,1123.0,979.9875000000001,1.0755239224990114,1.1459329838390795,0.0,0.2857142857142857,-13.796421277504246,276,201,67.12432686879613
307,Southern Miss,SB,11-22,96.86698281518616,335,108.94638602588259,233,0.20563384322851797,307,11.0,22.0,5.0,13.0,5-13,0.4163146316671462,0.42474453258993344,0.4272957001072641,0.4163146316671462,0.42474453258993344,0.4272957001072641,0.8877749001362695,0.8687971481302446,104.94248813833099,107.35502527816885,104.94248813833099,107.35502527816885,97.67071879534885,106.9889106307146,84.20329107064384,103.89839689415756,0.08188071636036985,1.0,-0.0069911126548272695,1276.0,1365.0,1298.1125,0.9829656520524993,1.051526735933904,0.0,0.2777777777777778,-16.87709771224627,325,192,70.99913842044081
308,IU Indy,Horz,10-22,109.553411494349,115,123.2988293781745,363,0.20435650720929469,308,10.0,22.0,6.0,14.0,6-14,0.37041887489570346,0.31100509232478424,0.3981884411955669,0.37041887489570346,0.31100509232478424,0.3981884411955669,0.8932055427551874,0.8528582847022131,104.57511475558768,108.1151814238753,104.57511475558768,108.1151814238753,109.49172682686374,121.77533516447215,117.85373820663338,118.26298416379971,0.49003520376232385,2.0,-0.06684050807489123,1472.0,1575.0,1316.75,1.1179039301310043,1.1961268274159864,0.0,0.3,-17.45336237114764,332,322,65.11572172058592
309,Rider,MAAC,14-19,102.12509909904428,256,115.05468101786497,329,0.20247395078457217,309,14.0,19.0,9.0,11.0,9-11,0.34116752569901965,0.4672797990484886,0.2723853626355946,0.34116752569901965,0.4672797990484886,0.2723853626355946,0.8989006426440906,0.7936896155157652,102.57919370875896,109.24236261204298,102.57919370875896,109.24236261204298,102.85084657795551,114.2604316264495,91.00877087433484,108.49036090794729,0.11705566052627571,2.0,0.04330788167936095,1384.0,1412.0,1314.6875,1.052721654385548,1.0740194913239838,0.0,0.45,-14.579804655491236,290,76,65.09109124061838
310,Loyola MD,Pat,12-19,99.97850395854516,296,112.77518037102162,302,0.20019558185541567,310,12.0,19.0,6.0,12.0,6-12,0.2818720018536634,0.32917587599202,0.24955939837649618,0.2818720018536634,0.32917587599202,0.24955939837649618,0.9313802223307571,0.8863496479878886,101.47388285072715,110.40614104222323,101.47388285072715,110.40614104222323,99.43462676064236,113.99823657032077,96.3137223272368,98.99155248772682,0.4218038662011886,1.0,-0.052453259963360366,1224.0,1285.0,1185.5625000000002,1.0324213189941482,1.0838736886499023,0.0,0.3333333333333333,-16.059555013694297,313,302,66.76583036030782
311,Eastern Illinois,OVC,12-19,93.72740542354731,357,105.82417848796851,161,0.19845693776451087,311,12.0,19.0,8.0,12.0,8-12,0.3379337027558583,0.47984353260771523,0.25988329633733703,0.3379337027558583,0.47984353260771523,0.25988329633733703,0.8861810291830775,0.7591271807883806,103.2431345499624,108.31569140065378,103.2431345499624,108.31569140065378,93.43597155098715,106.93908930005352,98.08112583809292,101.26336180839856,0.4092197746871998,3.0,-0.036496541996058174,1281.0,1326.0,1330.6125,0.9627145393568751,0.9965335512780769,0.0,0.4,-14.415186750248486,287,272,66.37436468801914
312,Charleston Southern,BSth,10-22,99.1829564131591,308,112.10311355391578,285,0.19651677262138648,312,10.0,22.0,6.0,10.0,6-10,0.4392021809243573,0.48628695413314205,0.4001259016088173,0.4392021809243573,0.48628695413314205,0.4001259016088173,0.86240659496871,0.8076771744584569,107.66518827213966,108.68217210944128,107.66518827213966,108.68217210944128,99.39780238222382,111.54880805459335,108.41750874585166,110.5382787258986,0.4445339135460351,2.0,0.007655478556755191,1153.0,1233.0,1115.7,1.033431926145021,1.1051357891906426,0.0,0.375,-16.130157413706662,314,156,67.77291055825268
313,Army,Pat,17-16,100.26139427985599,292,113.42985309321543,311,0.19479569165932242,313,17.0,16.0,10.0,8.0,10-8,0.29019363909154894,0.32773356271880233,0.25016055623461453,0.29019363909154894,0.32773356271880233,0.25016055623461453,0.9250407848754673,0.8740518015813218,103.27936620744698,110.73710073198968,103.27936620744698,110.73710073198968,100.4192560600739,113.08811197564958,103.51820010972693,108.62906815817075,0.3648897641833383,1.0,0.08524260170394904,1252.0,1312.0,1207.675,1.0367027552942638,1.086384995963318,0.0,0.5555555555555556,-11.955163122905983,239,22,67.92085177478144
314,VMI,SC,15-19,98.54543097034998,316,111.60239266062156,276,0.19296076262118078,314,15.0,19.0,7.0,11.0,7-11,0.35998718416451336,0.2864404098100755,0.4119479040716409,0.35998718416451336,0.2864404098100755,0.4119479040716409,0.9107364719889768,0.9153092058541966,105.19627745213857,109.74223006464848,105.19627745213857,109.74223006464848,97.9780766922421,110.63102190111833,0.0,0.0,0.0,0.0,0.04699122464852956,1251.0,1357.0,1241.65,1.0075303024201667,1.0929005758466557,0.0,0.3888888888888889,-14.697525972725344,294,69,68.35816227869776
315,Boston University,Pat,16-16,98.4658641390115,318,111.60292673228223,277,0.19150981911640103,315,16.0,16.0,10.0,8.0,10-8,0.2813910357595367,0.3311097291251582,0.25052662166473877,0.2813910357595367,0.3311097291251582,0.25052662166473877,0.9347749868632846,0.8987725153800075,101.87257939079501,110.49292700972424,101.87257939079501,110.49292700972424,96.21059983085462,110.3751322303604,66.58179004564651,84.58092438182611,0.05999111260305662,1.0,0.07697800168756364,1169.0,1212.0,1155.3999999999999,1.01177081530206,1.048987363683573,0.0,0.5555555555555556,-13.150239877752785,262,29,63.54610878084074
316,Coastal Carolina,SB,10-22,101.30455380169388,268,114.87584753053034,326,0.19065082270851924,316,10.0,22.0,3.0,15.0,3-15,0.35657751591726317,0.29901315245495425,0.4065375380118913,0.35657751591726317,0.29901315245495425,0.4065375380118913,0.9157285598768883,0.9296503802447238,103.52806496242239,108.85713705380219,103.52806496242239,108.85713705380219,102.65978240493469,119.07329485612554,0.0,0.0,0.0,0.0,-0.054646729931035254,1187.0,1354.0,1152.9250000000002,1.0295552616171908,1.1744042327124486,0.0,0.16666666666666666,-18.148551013109167,333,307,63.399647382025464
317,UMBC,AE,13-19,105.08931444327717,205,119.19042486821544,357,0.19031172550515638,317,13.0,19.0,5.0,11.0,5-11,0.2981820782056967,0.30349548771752166,0.2751637104919861,0.2981820782056967,0.30349548771752166,0.2751637104919861,0.9238776151921081,0.9035708258470863,101.274270863877,109.27220195847096,101.274270863877,109.27220195847096,104.67922245731906,122.15829205554274,81.41310435932672,109.21390228361277,0.03297803871002924,1.0,-0.049262767483755354,1237.0,1298.0,1135.5249999999999,1.0893639505955397,1.143083595693622,0.0,0.3125,-15.59416070556849,308,293,70.70939508979886
318,Long Beach St.,BW,7-25,100.5767390526905,285,114.07402486371126,317,0.19028559059138656,318,7.0,25.0,3.0,17.0,3-17,0.45063546236674407,0.4357967954252002,0.45953866253167047,0.45063546236674407,0.4357967954252002,0.45953866253167047,0.8592984434083532,0.8343220831134378,106.01941113012744,106.49630951922278,106.01941113012744,106.49630951922278,101.52487324293612,115.38080208333581,98.25548674766034,103.82089918424853,0.34669327731235905,2.0,-0.08058859894642356,1359.0,1517.0,1338.1125000000002,1.015609674074489,1.1336864426571007,0.0,0.15,-19.036463728404122,338,336,64.29810421579968
319,Delaware St.,MEAC,16-14,101.14597529283564,271,114.72284472884999,322,0.19023628288626712,319,16.0,14.0,8.0,6.0,8-6,0.2683361303555933,0.317344029818499,0.22216091645242622,0.2683361303555933,0.317344029818499,0.22216091645242622,0.9252110446902011,0.8894636698689812,102.17538645268108,111.43914590461765,102.17538645268108,111.43914590461765,103.22191819378554,114.77868045130391,96.03687253566724,109.25598723611338,0.18496620702397115,1.0,0.035672619494975966,1134.0,1109.0,1032.425,1.0983848705717123,1.0741700365643994,0.0,0.5714285714285714,-10.922577120608405,216,92,70.3614039825675
320,Grambling St.,SWAC,12-22,95.80826113611477,343,108.68491574280516,224,0.18997122546183928,320,12.0,22.0,7.0,11.0,7-11,0.31845266260482485,0.5021838472012311,0.19679272404400028,0.31845266260482485,0.5021838472012311,0.19679272404400028,0.8746011327704674,0.7248385869138669,102.03646667736304,108.79350218772996,102.03646667736304,108.79350218772996,94.18853716564831,109.8271696928556,100.92406389834963,97.25980511453525,0.6047507444700319,5.0,-0.103669530394014,1164.0,1179.0,1180.6750000000002,0.9858767230609607,0.9985813200076226,0.0,0.3888888888888889,-16.74979072896719,322,350,64.1257153046201
321,Binghamton,AE,15-17,98.83196312658183,312,112.16026974915752,288,0.18925791497670566,321,15.0,17.0,7.0,9.0,7-9,0.27832284722666595,0.2778953169868614,0.2752958589743796,0.27832284722666595,0.2778953169868614,0.2752958589743796,0.9367630225211561,0.9240335975906494,102.19625551513919,110.7620201348545,102.19625551513919,110.7620201348545,101.20073390111398,113.89918382061532,100.72783255153544,132.51009891870945,0.04094486549090194,1.0,0.029521464299382627,1132.0,1168.0,1081.1125000000002,1.0470695695406351,1.0803686017875103,0.0,0.4375,-14.111549926796618,281,107,65.84436537959662
322,Lindenwood,OVC,16-17,94.87134121003677,352,107.74660143453087,196,0.18793321237183794,322,16.0,17.0,10.0,10.0,10-10,0.30772670828440213,0.3935820503361917,0.26430724650164994,0.30772670828440213,0.3935820503361917,0.26430724650164994,0.9000990958352988,0.7912826094453763,102.9294298518454,109.39997015578201,102.9294298518454,109.39997015578201,94.90762173781731,108.32970857366858,94.67800227553636,102.08304990106339,0.2960857079064208,3.0,0.05231409594185127,1400.0,1469.0,1440.3250000000003,0.9720028465797648,1.019908701161196,0.0,0.5,-12.761200337613342,253,57,69.67990795657023
323,Morehead St.,OVC,15-17,98.26350530768377,321,111.96154457015795,282,0.18230895835367902,323,15.0,17.0,10.0,10.0,10-10,0.3110284497665359,0.40613990551275825,0.2648719109760194,0.3110284497665359,0.40613990551275825,0.2648719109760194,0.9083487880454586,0.8193479535491583,101.72010872637676,108.2135016386445,101.72010872637676,108.2135016386445,97.86314692202868,110.54182587895411,90.75907849058109,115.54027341422534,0.058622674910178564,2.0,0.04932423011686232,1263.0,1327.0,1276.9625,0.9890658496236184,1.0391847842047044,0.0,0.5,-13.091476245114162,259,64,64.29701234531542
324,Florida A&M,SWAC,14-17,102.24591327868731,250,116.52618032123567,344,0.1819109113857751,324,14.0,17.0,10.0,8.0,10-8,0.3593643043953492,0.6259350818175747,0.21421946820879334,0.3593643043953492,0.6259350818175747,0.21421946820879334,0.8321158342049328,0.592190994679754,102.35703737305558,107.16335162961299,102.35703737305558,107.16335162961299,103.1717618831705,116.50421444572346,97.39205507332976,108.7595618172207,0.21933566991570308,5.0,0.03846754104168876,1299.0,1265.0,1205.4374999999998,1.0776170477523723,1.049411520713434,0.0,0.5555555555555556,-10.79268258458469,214,89,67.44799898933644
325,North Carolina Central,MEAC,14-19,102.51620048888114,246,116.98799513376359,347,0.1796706330477509,325,14.0,19.0,6.0,8.0,6-8,0.2990029966915948,0.35874958956404207,0.22367634924236748,0.2990029966915948,0.35874958956404207,0.22367634924236748,0.9180386956832749,0.8805158724671207,102.98219421099644,110.50497407470071,102.98219421099644,110.50497407470071,102.94089676364517,115.7498640132051,90.00799258587074,116.5698378713853,0.048623219078945186,1.0,-0.01855994233996644,1086.0,1093.0,1000.9875,1.0849286329749372,1.091921727294297,0.0,0.42857142857142855,-15.315868013184655,304,225,67.2364734212175
326,Alcorn St.,SWAC,11-21,97.6433756593915,328,111.49328109834927,273,0.17866934778027424,326,12.0,20.0,11.0,7.0,11-7,0.3845018769843171,0.6757512686855466,0.18291369681508768,0.3845018769843171,0.6757512686855466,0.18291369681508768,0.8532390566771775,0.6840688022466748,102.71163940836611,108.89133131747077,102.71163940836611,108.89133131747077,98.65663135338247,110.17764015267147,100.31339280855543,116.07094728413136,0.15737670641776222,3.0,-0.034267347041901264,1245.0,1164.0,1179.35,1.055666256836393,0.986984355789206,0.0,0.6111111111111112,-14.934697516759174,298,269,64.99933039455694
327,Southern Utah,WAC,12-19,96.05106937900024,340,109.7154373562062,247,0.17804992515729498,327,12.0,19.0,4.0,12.0,4-12,0.4208026505168297,0.40469336402958106,0.44795489170475455,0.4208026505168297,0.40469336402958106,0.44795489170475455,0.8642367631037255,0.8242103359454018,104.90895542375338,105.65911785242578,104.90895542375338,105.65911785242578,93.07034101774254,111.64709232433866,85.67767635029897,107.77663780687755,0.06667713935341354,2.0,0.06360657175094742,1020.0,1191.0,1108.9000000000003,0.9198304626206147,1.0740373342952472,0.0,0.25,-13.521265911475533,270,43,69.22068952613498
328,Green Bay,Horz,4-28,101.14476704674632,272,115.62988217172173,335,0.17665475730428326,328,5.0,27.0,2.0,18.0,2-18,0.4405133159343833,0.5050565739990367,0.4009672149368388,0.4405133159343833,0.5050565739990367,0.4009672149368388,0.8754977857240919,0.8044312828369218,106.16180585550806,108.01388028360152,106.16180585550806,108.01388028360152,98.38507681693316,116.2219046816983,115.67838984479015,117.36971760733398,0.4583657361754602,2.0,-0.14538408589472906,1365.0,1587.0,1369.7250000000001,0.996550402453047,1.1586267316432128,0.0,0.1,-22.559565716632594,363,360,69.33668267228006
329,Stonehill,NEC,15-17,100.50353336118565,288,115.0442792752473,328,0.17451961242860148,329,15.0,17.0,7.0,9.0,7-9,0.28492385295191347,0.37006999944512675,0.20612461255921305,0.28492385295191347,0.37006999944512675,0.20612461255921305,0.9239308484691623,0.8778852472795896,100.65566167546582,109.61046409511856,100.65566167546582,109.61046409511856,100.11599728788016,116.43040152041569,102.24630937010468,119.84566246429117,0.13866401681455656,1.0,0.03462550095621225,1073.0,1101.0,1028.55,1.043216178114822,1.070438967478489,0.0,0.4375,-13.669644081047288,273,94,65.44155867334409
330,Niagara,MAAC,11-20,100.90724998024123,277,115.5318395130444,334,0.17415514634583718,330,11.0,20.0,6.0,14.0,6-14,0.3010289627564496,0.35352058300238737,0.27215857162118373,0.3010289627564496,0.35352058300238737,0.27215857162118373,0.9197128801728629,0.8592291732868589,101.164743393011,109.14162551989337,101.164743393011,109.14162551989337,101.27934955597264,117.28105036913458,109.62791973189049,114.01994143634877,0.38894841695262716,1.0,-0.03418707387947756,1362.0,1438.0,1306.1250000000002,1.0427792133218488,1.1009665996746099,0.0,0.3,-16.653717011269933,321,267,65.1355651579821
331,Holy Cross,Pat,13-19,100.95705303568712,274,116.08262838090118,342,0.16721696496358399,331,13.0,19.0,5.0,13.0,5-13,0.30870883068716354,0.38751155170167423,0.25323923892018685,0.30870883068716354,0.38751155170167423,0.25323923892018685,0.9192557972380074,0.8640764540536406,102.28538422537147,109.1286928438099,102.28538422537147,109.1286928438099,99.25289218998574,117.07937015283184,112.29233410985204,100.51675863325704,0.7814238097825776,1.0,0.03473723518202537,1254.0,1333.0,1210.225,1.0361709599454647,1.101448077836766,0.0,0.2777777777777778,-15.497897582186603,306,93,66.09664709238321
332,Mercyhurst,NEC,15-16,100.38559779707094,289,115.96053699656801,339,0.15994214059323744,332,15.0,16.0,9.0,7.0,9-7,0.2743838995121647,0.3452363927600481,0.20795968709227416,0.2743838995121647,0.3452363927600481,0.20795968709227416,0.9173258758985934,0.866175871213558,100.56397194051478,109.6912486100002,100.56397194051478,109.6912486100002,101.14270889877878,116.5072799590991,84.78206474231914,96.75054138413418,0.179668220013329,1.0,0.04563639645503026,1116.0,1133.0,1061.45,1.0513919638230722,1.0674077912289792,0.0,0.5625,-12.552696887047112,249,71,64.83142780450133
333,Stony Brook,CAA,8-24,101.57599286137656,265,117.77632518464077,353,0.15423414446107314,333,8.0,24.0,4.0,14.0,4-14,0.392606701920674,0.4060382654872202,0.3847848660830277,0.392606701920674,0.4060382654872202,0.3847848660830277,0.8989859861963324,0.8697264232409989,104.40286874264947,108.09029010766595,104.40286874264947,108.09029010766595,101.70590952308152,117.17213020163337,108.00698007151598,125.37946202080096,0.1524887530880618,1.0,-0.023753752323041666,1178.0,1316.0,1145.6250000000002,1.0282596835788322,1.1487179487179484,0.0,0.2222222222222222,-19.53801162258963,346,238,64.73055742512345
